/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_16_984.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_16_984.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_16_984.jpg,0,0,0,27.09203
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_080.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_080.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_080.jpg,0,0,0,26.82
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_179.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_179.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_179.jpg,0,0,0,26.55071
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_248.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_248.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_248.jpg,0,0,0,26.39043
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_316.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_316.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_316.jpg,0,0,0,26.17823
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_414.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_414.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_414.jpg,0,0,0,25.96775
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_482.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_482.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_482.jpg,0,0,0,25.75895
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_550.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_550.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_550.jpg,0,0,0,25.60345
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_620.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_620.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_620.jpg,0,0,0,25.39759
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_689.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_689.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_689.jpg,0,0,0,25.24428
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_760.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_760.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_760.jpg,0,0,0,25.04131
/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/center_2018_12_20_18_08_17_833.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/left_2018_12_20_18_08_17_833.jpg,/home/jeckyll/PycharmProjects/drive_simulator_udacity/IMG/right_2018_12_20_18_08_17_833.jpg,0,0,0,24.89016
